ASV	Kingdom	Phylum	Class	Order	Family	Genus
Seq_10144	Bacteria	Armatimonadota	Chthonomonadia	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Seq_10145	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Unclassified
Seq_10146	Bacteria	Myxococcota	Polyangiia	mle1-27	Unclassified	Unclassified
Seq_10147	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_10149	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis	UBA12409
Seq_10150	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10151	Bacteria	Pseudomonadota	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10152	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10154	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10155	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_10156	Bacteria	Armatimonadota	Chthonomonadia	Chthonomonadales	Chthonomonadaceae	Chthonomonas
Seq_10157	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_10159	Bacteria	Pseudomonadota	Gammaproteobacteria	I3A	Unclassified	Unclassified
Seq_10160	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_10162	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14	Unclassified
Seq_10168	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter
Seq_10169	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_10170	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_10173	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Unclassified
Seq_10177	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	Unclassified	Unclassified
Seq_10178	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_10180	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_10181	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_10183	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_10184	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_10185	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Telmatocola
Seq_10192	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10193	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_10194	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Elsteraceae	Unclassified
Seq_10196	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
Seq_10197	Bacteria	Elusimicrobiota	Lineage IIa	Unclassified	Unclassified	Unclassified
Seq_10198	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10199	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_10200	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_10201	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10202	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10203	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_10204	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_10205	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Unclassified	Unclassified
Seq_10206	Bacteria	Planctomycetota	vadinHA49	Unclassified	Unclassified	Unclassified
Seq_10207	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylophilus
Seq_10208	Bacteria	Pseudomonadota	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10209	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_10210	Bacteria	Cyanobacteriota	Vampirivibrionia	Obscuribacterales	Obscuribacteraceae	Unclassified
Seq_10211	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Endonucleariobacter
Seq_10212	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Unclassified	Unclassified
Seq_10213	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10214	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_10215	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10216	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
Seq_10217	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Captivus
Seq_10218	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10219	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_10220	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10221	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10222	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_10223	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Seq_10224	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10225	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Pedosphaera
Seq_10226	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
Seq_10227	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10228	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_10229	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Unclassified	Unclassified
Seq_10230	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_10231	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10232	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
Seq_10233	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_10234	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10235	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Unclassified
Seq_10237	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Unclassified
Seq_10240	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
Seq_10241	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Unclassified
Seq_10242	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_10243	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_10244	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10246	Bacteria	Myxococcota	Polyangiia	Haliangiales	Haliangiaceae	Unclassified
Seq_10247	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10248	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_10249	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_10250	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_10252	Bacteria	Chloroflexota	Chloroflexia	Elev-1554	Unclassified	Unclassified
Seq_10253	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10254	Bacteria	Elusimicrobiota	Lineage IIa	Unclassified	Unclassified	Unclassified
Seq_10257	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_10258	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Unclassified
Seq_10259	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10260	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
Seq_10261	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Granulicella
Seq_10264	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Unclassified
Seq_10265	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
Seq_10266	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylocella
Seq_10267	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Lichenibacterium
Seq_10268	Bacteria	Chloroflexota	AD3	Unclassified	Unclassified	Unclassified
Seq_10269	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
Seq_10270	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Unclassified
Seq_10273	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_10274	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10275	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10276	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10277	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10278	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_10279	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Rectinema
Seq_10280	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10281	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_10282	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10283	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Unclassified
Seq_10284	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_10285	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_10287	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Unclassified	Unclassified
Seq_10289	Bacteria	Chloroflexota	Dehalococcoidia	RBG-13-46-9	Unclassified	Unclassified
Seq_10290	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter
Seq_10291	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10292	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10293	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_10294	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_10295	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_10296	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_10297	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	Unclassified
Seq_10299	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
Seq_10300	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_10301	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_10302	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10303	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_10304	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	LD29
Seq_10311	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
Seq_10313	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_10314	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_10315	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_10316	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Magnetospirillaceae	Telmatospirillum
Seq_10317	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis	UBA12409
Seq_10318	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Unclassified	Unclassified
Seq_10319	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10320	Bacteria	Verrucomicrobiota	Verrucomicrobiia	S-BQ2-57 soil group	Unclassified	Unclassified
Seq_10321	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_10325	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Pasteuria
Seq_10326	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_10327	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_10328	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10329	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Unclassified
Seq_10330	Bacteria	Dependentiae	Babeliae	Babeliales	Unclassified	Unclassified
Seq_10331	Bacteria	Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified
Seq_10333	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_10334	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia
Seq_10335	Bacteria	Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified
Seq_10336	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Endonucleariobacter
Seq_10337	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	Unclassified
Seq_10338	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_10339	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
Seq_10340	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Seq_10341	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_10342	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
Seq_10343	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Kaistiaceae	Kaistia
Seq_10344	Bacteria	Chloroflexota	Chloroflexia	Elev-1554	Unclassified	Unclassified
Seq_10347	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_10348	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_10350	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_10351	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10352	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_10353	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10355	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_10356	Bacteria	Armatimonadota	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	Unclassified
Seq_10357	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_10358	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Unclassified
Seq_10359	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Seq_10361	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_10362	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Unclassified	Unclassified
Seq_10363	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_10365	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_10366	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
Seq_10367	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_10368	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_10369	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
Seq_10371	Bacteria	Pseudomonadota	Alphaproteobacteria	Elsterales	Unclassified	Unclassified
Seq_10373	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_10374	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_10375	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Unclassified
Seq_10376	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10377	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10381	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	SM2D12	Unclassified
Seq_10382	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10383	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_10384	Bacteria	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10385	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
Seq_10386	Bacteria	Patescibacteria	Parcubacteria	Unclassified	Unclassified	Unclassified
Seq_10387	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10388	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10389	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10390	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Occallatibacter
Seq_10391	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_10392	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10393	Bacteria	Chloroflexota	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10394	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	Armatimonadaceae	Unclassified
Seq_10395	Bacteria	Bacillota	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10396	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10397	Bacteria	Bacillota	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Seq_10398	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10399	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	cvE6	Unclassified
Seq_10400	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_10401	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_10403	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Unclassified	Unclassified
Seq_10404	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Unclassified
Seq_10405	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unclassified
Seq_10406	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Unclassified
Seq_10407	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Rhodoblastus
Seq_10408	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10409	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Unclassified
Seq_10410	Bacteria	Pseudomonadota	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
Seq_10411	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Unclassified
Seq_10412	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	Unclassified	Unclassified
Seq_10413	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Seq_10414	Bacteria	Pseudomonadota	Gammaproteobacteria	Unclassified	Unclassified	Unclassified
Seq_10415	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unclassified
Seq_10416	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_10417	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10418	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Seq_10420	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Seq_10422	Bacteria	Dependentiae	Babeliae	Babeliales	Incertae Sedis	UBA12409
Seq_10423	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Captivus
Seq_10424	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 2	Unclassified	Unclassified
Seq_10425	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Unclassified
Seq_10426	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
Seq_10427	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
Seq_10428	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unclassified
Seq_10429	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Unclassified
Seq_10430	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	Unclassified
Seq_10431	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
Seq_10432	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Seq_10433	Bacteria	Pseudomonadota	Unclassified	Unclassified	Unclassified	Unclassified
Seq_10435	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales	Acidobacteriaceae (Subgroup 1)	Acidicapsa
Seq_10436	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Unclassified
Seq_10438	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
Seq_10439	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
